date,weekdate,SamsungBL_RU,SamsungBL_U,SamsungBL_UC,SamsungBL_D,SamsungBL_RD,SamsungBL_end,SamsungBL_start,SamsungBL_high,SamsungBL_low,SamsungBL_abount
17/01/02,0,156500,0.5,0.5,0,0,0,151500,158000,151000,242245
17/01/03,1,158000,0,0.5,0.5,0,0,156500,158000,154500,163655
17/01/04,2,154500,0,0,0,1,0,159500,161000,154500,180143
17/01/05,3,157500,0,1,0,0,0,156000,158000,156000,96008
17/01/06,4,157500,0,0,1,0,0,158000,158500,155500,88105
17/01/09,0,154500,0,0,0,1,0,157500,158000,153000,124880
17/01/10,1,151000,0,0,0,1,0,154000,154000,150500,156701
17/01/11,2,159000,1,0,0,0,0,151500,161000,151500,353023
17/01/12,3,157000,0,0,0,1,0,157500,158500,154500,151742
17/01/13,4,153000,0,0,0,1,0,155000,158000,152500,185131
17/01/16,0,151500,0,0,0.5,0.5,0,154000,154500,151000,125534
17/01/17,1,152000,0,0,1,0,0,151000,154000,150000,110949
17/01/18,2,153000,0,0.5,0.5,0,0,153000,153500,152000,73671
17/01/19,3,152500,0,0,1,0,0,155500,156500,152000,96398
17/01/20,4,155000,0,1,0,0,0,152500,155500,152000,79754
17/01/23,0,155500,0,0,1,0,0,156000,156500,154000,89506
17/01/24,1,155000,0,0,1,0,0,155500,156000,152500,112281
17/01/25,2,155000,0,0,1,0,0,156000,156500,152500,140686
17/01/26,3,161000,0.5,0.5,0,0,0,156500,164000,155500,407193
17/01/31,1,161000,0,0,1,0,0,162000,164000,160500,228987
17/02/01,2,163000,0,1,0,0,0,162000,163000,159500,138216
17/02/02,3,171500,1,0,0,0,0,163500,173000,162500,597838
17/02/03,4,173000,0,0.5,0.5,0,0,173500,176500,171500,399421
17/02/06,0,168500,0,0,0,1,0,172000,172500,167000,251528
17/02/07,1,171500,0,1,0,0,0,168500,172500,167000,212751
17/02/08,2,163000,0,0,0,0.5,0.5,171500,172000,161500,374070
17/02/09,3,161000,0,0,0,1,0,163000,166000,160500,219373
17/02/10,4,158000,0,0,0,1,0,160000,161000,156000,704753
17/02/13,0,158000,0,0,1,0,0,156000,159500,155500,177206
17/02/14,1,156500,0,0,0.5,0.5,0,158000,159500,156500,150832
17/02/15,2,160500,0,1,0,0,0,156000,161500,156000,130426
17/02/16,3,159000,0,0,0.5,0.5,0,161000,162500,158500,132573
17/02/17,4,160500,0,0.5,0.5,0,0,155500,160500,155000,192999
17/02/20,0,161000,0,0,1,0,0,159500,161500,159000,76203
17/02/21,1,165500,0,1,0,0,0,161000,166000,160500,163959
17/02/22,2,165000,0,0,1,0,0,166500,167000,164000,106637
17/02/23,3,168000,0,1,0,0,0,165000,168000,165000,144561
17/02/24,4,165500,0,0,0,1,0,167500,168000,165000,84069
17/02/27,0,166500,0,0.5,0.5,0,0,167000,167500,164000,89333
17/02/28,1,164500,0,0,0,1,0,167000,168000,162500,151499
17/03/02,3,161500,0,0,0,1,0,165000,166000,161000,151100
17/03/03,4,162000,0,0,1,0,0,161500,163000,160500,73606
17/03/06,0,164500,0,1,0,0,0,162500,165500,162000,93995
17/03/07,1,168000,0,1,0,0,0,164500,168000,163500,137830
17/03/08,2,170000,0,1,0,0,0,169000,172000,168000,271238
17/03/09,3,168000,0,0,0,1,0,170000,171000,168000,109589
17/03/10,4,171000,0,1,0,0,0,168000,171000,167000,149330
17/03/13,0,173000,0,1,0,0,0,170000,173000,169500,137838
17/03/14,1,171000,0,0,0,1,0,172500,175000,170000,133248
17/03/15,2,173500,0,1,0,0,0,171000,173500,168500,133554
17/03/16,3,176500,0,1,0,0,0,174000,176500,174000,189001
17/03/17,4,180500,0,1,0,0,0,176000,181000,175500,302822
17/03/20,0,187500,0.5,0.5,0,0,0,180000,188000,177000,362620
17/03/21,1,193000,0,1,0,0,0,187500,199500,186500,495295
17/03/22,2,188000,0,0,0,1,0,189000,195000,186000,341350
17/03/23,3,187000,0,0,0.5,0.5,0,190000,193000,184000,282973
17/03/24,4,187500,0,0,1,0,0,187000,192000,185500,189997
17/03/27,0,182000,0,0,0,1,0,186500,187500,181000,176930
17/03/28,1,185000,0,1,0,0,0,184000,186500,182500,105091
17/03/29,2,183500,0,0,0.5,0.5,0,187000,188500,183000,119613
17/03/30,3,177000,0,0,0,0.5,0.5,177000,180000,173000,595964
17/03/31,4,173000,0,0,0,1,0,174500,175500,171000,387922
17/04/03,0,176000,0,1,0,0,0,171500,177500,171500,215082
17/04/04,1,177500,0,0.5,0.5,0,0,176000,177500,174000,110722
17/04/05,2,182000,0,1,0,0,0,177000,182000,176500,172926
17/04/06,3,181000,0,0,0.5,0.5,0,181000,182000,179000,133564
17/04/07,4,178000,0,0,0,1,0,181500,182000,177000,156795
17/04/10,0,173500,0,0,0,1,0,177000,177500,173500,136840
17/04/11,1,177000,0,1,0,0,0,174500,177500,174000,150062
17/04/12,2,180000,0,1,0,0,0,176500,180000,176000,130316
17/04/13,3,179500,0,0,1,0,0,181000,181000,178500,85096
17/04/14,4,179000,0,0,1,0,0,178500,180000,178000,54603
17/04/17,0,181000,0,1,0,0,0,179000,181500,179000,84139
17/04/18,1,182000,0,0.5,0.5,0,0,182500,182500,179500,74003
17/04/19,2,184000,0,1,0,0,0,182000,186000,181000,182207
17/04/20,3,183500,0,0,1,0,0,184500,185000,182000,86643
17/04/21,4,187000,0,1,0,0,0,185500,191000,184500,236304
17/04/24,0,183000,0,0,0,1,0,190000,190500,183000,265172
17/04/25,1,184000,0,0.5,0.5,0,0,184000,185000,181000,142184
17/04/26,2,181000,0,0,0,1,0,187000,187500,180500,253945
17/04/27,3,181500,0,0,1,0,0,182500,183500,181000,149292
17/04/28,4,175000,0,0,0,0.5,0.5,181500,182000,173500,368714
17/05/02,1,179000,0,1,0,0,0,175000,179500,175000,136537
17/05/04,3,180000,0,0.5,0.5,0,0,180000,180500,177000,140754
17/05/08,0,183500,0,1,0,0,0,182000,184000,180500,192997
17/05/10,2,180000,0,0,0,1,0,184000,184000,179500,225215
17/05/11,3,185000,0,1,0,0,0,181000,186000,180000,253559
17/05/12,4,185000,0,0,1,0,0,185000,185500,182500,101233
17/05/15,0,186500,0,0.5,0.5,0,0,185500,187000,184000,114199
17/05/16,1,187000,0,0,1,0,0,187000,187500,185000,114999
17/05/17,2,189000,0,1,0,0,0,187500,189000,186000,131398
17/05/18,3,191000,0,1,0,0,0,188000,191500,187000,286608
17/05/19,4,192500,0,0.5,0.5,0,0,192000,192500,189000,140004
17/05/22,0,193000,0,0,1,0,0,193000,194000,190000,162889
17/05/23,1,196000,0,1,0,0,0,193500,196000,192500,188618
17/05/24,2,200000,0,1,0,0,0,197500,200500,195500,303725
17/05/25,3,204000,0,1,0,0,0,200000,206500,198500,263556
17/05/26,4,213500,0.5,0.5,0,0,0,205000,215500,203000,432433
17/05/29,0,213000,0,0,1,0,0,210500,219500,207000,462314
17/05/30,1,211500,0,0,0.5,0.5,0,214000,215000,207500,325679
17/05/31,2,220000,0.5,0.5,0,0,0,213000,219000,211000,628168
17/06/01,3,229000,0.5,0.5,0,0,0,220000,229000,217500,457129
17/06/02,4,231500,0,1,0,0,0,232500,237000,225000,612238
17/06/05,0,232500,0,0,1,0,0,231500,232500,227000,354430
17/06/07,2,245000,1,0,0,0,0,231500,244500,229000,512783
17/06/08,3,235500,0,0,0,0.5,0.5,248500,254000,230000,1440876
17/06/09,4,224500,0,0,0,0.5,0.5,231500,232500,223500,758098
17/06/12,0,228500,0,1,0,0,0,225000,232500,225000,362302
17/06/13,1,245000,1,0,0,0,0,231500,245000,231000,525605
17/06/14,2,243500,0,0,0.5,0.5,0,250000,250000,237000,461481
17/06/15,3,240000,0,0,0,1,0,244000,246500,237000,296745
17/06/16,4,240000,0,0,1,0,0,238500,243000,236000,240682
17/06/19,0,240500,0,0,1,0,0,241500,243500,238500,176598
17/06/20,1,234000,0,0,0,1,0,243000,243000,233000,313772
17/06/21,2,233000,0,0,1,0,0,231000,237000,226500,364101
17/06/22,3,238000,0,1,0,0,0,235000,239500,232000,231638
17/06/23,4,249000,0.5,0.5,0,0,0,238500,249500,238500,397068
17/06/26,0,282500,1,0,0,0,0,253500,300000,252500,1506559
17/06/27,1,283500,0,0,1,0,0,275000,284500,270500,521770
17/06/28,2,281500,0,0,0.5,0.5,0,279500,282000,277500,376723
17/06/29,3,297000,1,0,0,0,0,285000,302000,283500,770998
17/06/30,4,292000,0,0,0,1,0,295500,308500,286500,855923
17/07/03,0,280500,0,0,0,0.5,0.5,291000,291500,276000,511043
17/07/04,1,289000,0.5,0.5,0,0,0,282000,291000,278000,416925
17/07/05,2,289000,0,0,1,0,0,291500,292000,285000,177422
17/07/06,3,289500,0,0,1,0,0,290000,297500,288500,273210
17/07/07,4,290500,0,0,1,0,0,288500,294500,285500,175545
17/07/10,0,291000,0,0,1,0,0,293000,295000,289000,137978
17/07/11,1,289500,0,0,0.5,0.5,0,292000,293000,286500,119973
17/07/12,2,280000,0,0,0,0.5,0.5,289000,291500,280000,312073
17/07/13,3,275000,0,0,0,1,0,282500,286000,272000,457163
17/07/14,4,266000,0,0,0,0.5,0.5,275000,275000,260000,720080
17/07/17,0,267000,0,0,1,0,0,263500,273500,261000,378941
17/07/18,1,260500,0,0,0,1,0,267500,270000,259000,389625
17/07/19,2,263000,0,0.5,0.5,0,0,257000,264500,251500,465486
17/07/20,3,264500,0,0.5,0.5,0,0,265500,267000,261500,170384
17/07/21,4,270000,0,1,0,0,0,262500,272000,262500,208794
17/07/24,0,273000,0,1,0,0,0,270000,273000,269500,133454
17/07/25,1,287000,1,0,0,0,0,275000,292000,274500,606363
17/07/26,2,285500,0,0,0.5,0.5,0,292500,293000,282000,283123
17/07/27,3,278000,0,0,0,1,0,287500,288000,277000,237334
17/07/28,4,270000,0,0,0,1,0,274000,275000,268500,220740
17/07/31,0,272000,0,0.5,0.5,0,0,265500,277500,262000,167656
17/08/01,1,280000,0,1,0,0,0,267000,282000,266500,187075
17/08/02,2,279000,0,0,1,0,0,281500,281500,276000,109780
17/08/03,3,279500,0,0,1,0,0,280000,282000,271500,173952
17/08/04,4,278000,0,0,0.5,0.5,0,279500,282500,276000,107470
17/08/07,0,280500,0,0.5,0.5,0,0,278000,284500,276000,183737
17/08/08,1,277000,0,0,0,1,0,282000,285500,276000,159977
17/08/09,2,271500,0,0,0,1,0,274000,276000,271000,135577
17/08/10,3,269000,0,0,0.5,0.5,0,270000,274000,265500,167318
17/08/11,4,264000,0,0,0,1,0,262000,268000,262000,184944
17/08/14,0,271000,0,1,0,0,0,268500,272000,268000,127107
17/08/16,2,273500,0,0.5,0.5,0,0,275000,277000,272000,101161
17/08/17,3,272000,0,0,0.5,0.5,0,274000,277500,271000,92617
17/08/18,4,273000,0,0,1,0,0,271000,275000,270500,88407
17/08/21,0,274500,0,0.5,0.5,0,0,275500,276500,273000,106156
17/08/22,1,286000,0.5,0.5,0,0,0,279000,288000,278500,362272
17/08/23,2,281000,0,0,0,1,0,287500,288500,279000,198686
17/08/24,3,279500,0,0,0.5,0.5,0,281000,282500,277500,118942
17/08/25,4,280000,0,0,1,0,0,288000,290000,278000,270676
17/08/28,0,280000,0,0,1,0,0,280000,283000,279000,98871
17/08/29,1,281500,0,0.5,0.5,0,0,277500,281500,276000,110252
17/08/30,2,282000,0,0,1,0,0,281500,283000,279500,89762
17/08/31,3,283000,0,0,1,0,0,284500,285000,282500,105048
17/09/01,4,280500,0,0,0.5,0.5,0,285000,285500,280000,110519
17/09/04,0,276000,0,0,0,1,0,271000,278500,271000,138525
17/09/05,1,275500,0,0,1,0,0,277000,278000,274500,85742
17/09/06,2,284500,0.5,0.5,0,0,0,275500,286000,275000,230105
17/09/07,3,284000,0,0,1,0,0,287000,289000,282500,203062
17/09/08,4,284000,0,0,1,0,0,286500,288000,283500,104874
17/09/11,0,286000,0,0.5,0.5,0,0,284000,287000,280500,133946
17/09/12,1,305000,1,0,0,0,0,287500,306000,286500,745221
17/09/13,2,303000,0,0,0.5,0.5,0,308000,309000,301000,366284
17/09/14,3,324000,1,0,0,0,0,304500,325500,302000,487784
17/09/15,4,326500,0,0.5,0.5,0,0,321000,332000,320500,375992
17/09/18,0,328500,0,0.5,0.5,0,0,335500,338500,326500,437031
17/09/19,1,338000,0,1,0,0,0,328500,343500,321500,382530
17/09/20,2,338000,0,0,1,0,0,339500,345000,335500,325216
17/09/21,3,335000,0,0,0.5,0.5,0,342000,343500,333000,221715
17/09/22,4,318500,0,0,0,0.5,0.5,331000,332500,318000,437563
17/09/25,0,326000,0,1,0,0,0,317000,327500,316500,180341
17/09/26,1,325000,0,0,1,0,0,326000,331500,322000,152216
17/09/27,2,334000,0,1,0,0,0,325500,336000,325000,151342
17/09/28,3,330500,0,0,0,1,0,335500,336000,329500,117609
17/09/29,4,337500,0,1,0,0,0,331500,340000,331000,167608
17/10/10,1,348000,0.5,0.5,0,0,0,343000,350000,340500,323238
17/10/11,2,347500,0,0,1,0,0,351500,355500,345000,233466
17/10/12,3,377500,1,0,0,0,0,349000,383500,345500,499172
17/10/13,4,388500,0,1,0,0,0,380000,411000,379000,752840
17/10/16,0,394000,0,1,0,0,0,395000,407000,379500,342657
17/10/17,1,399000,0,1,0,0,0,390000,403000,386500,318314
17/10/18,2,389000,0,0,0,1,0,397500,407000,387000,397420
17/10/19,3,377500,0,0,0,1,0,384500,385000,370500,541149
17/10/20,4,381000,0,0.5,0.5,0,0,378000,384500,378000,185542
17/10/23,0,378500,0,0,0.5,0.5,0,380500,386500,377500,149412
17/10/24,1,381500,0,0.5,0.5,0,0,379000,385000,372000,195224
17/10/25,2,365000,0,0,0,0.5,0.5,385000,385500,363500,326323
17/10/26,3,370500,0,1,0,0,0,377500,381000,365500,347627
17/10/27,4,377500,0,1,0,0,0,376000,379500,366000,169742
17/10/30,0,374000,0,0,0.5,0.5,0,378000,382500,373500,196506
17/10/31,1,384000,0,1,0,0,0,374000,384000,372000,187491
17/11/01,2,406000,1,0,0,0,0,387000,408000,385500,387331
17/11/02,3,392500,0,0,0,0.5,0.5,411000,412000,391000,397030
17/11/03,4,395500,0,0.5,0.5,0,0,394000,396500,386500,189577
17/11/06,0,394500,0,0,1,0,0,396000,396500,390000,141828
17/11/07,1,389000,0,0,0,1,0,390500,393000,388500,176109
17/11/08,2,387000,0,0,0.5,0.5,0,383500,392500,380000,192252
17/11/09,3,385000,0,0,0.5,0.5,0,393500,395500,384500,143261
17/11/10,4,375500,0,0,0,1,0,381000,384000,370500,390431
17/11/13,0,378000,0,0.5,0.5,0,0,372000,379500,372000,213496
17/11/14,1,382000,0,1,0,0,0,380500,387500,379500,191107
17/11/15,2,394000,0.5,0.5,0,0,0,382000,400000,378000,535712
17/11/16,3,394500,0,0,1,0,0,400000,403000,386000,229731
17/11/17,4,396000,0,0,1,0,0,396500,398500,390500,168530
17/11/20,0,395000,0,0,1,0,0,405000,414000,395000,410101
17/11/21,1,392000,0,0,0.5,0.5,0,397500,399000,391500,241959
17/11/22,2,383500,0,0,0,1,0,394500,395000,381500,263188
17/11/23,3,382500,0,0,1,0,0,379000,384500,374500,164874
17/11/24,4,379500,0,0,0.5,0.5,0,383000,385500,379000,141989
17/11/27,0,374000,0,0,0,1,0,378000,380500,374000,164922
