date,weekdate,NAVER_end,NAVER_dpp,NAVER_start,NAVER_high,NAVER_low,NAVER_abount
21/07/06,1,409500,-0.12,411500,412500,408000,342771
21/07/07,2,417500,1.95,411000,419000,410500,663260
21/07/08,3,422000,1.08,419000,431500,418500,1142267
21/07/09,4,415500,-1.54,420000,424000,408000,1090218
21/07/12,0,418500,0.72,418500,421500,413000,475697
21/07/13,1,441000,5.38,421000,442000,419000,1498546
21/07/14,2,444000,0.68,436000,444500,436000,931990
21/07/15,3,449000,1.13,446500,452500,439500,950460
21/07/16,4,447000,-0.45,448000,461000,443000,1246425
21/07/19,0,443000,-0.89,443000,449500,438500,704307
21/07/20,1,439000,-0.90,438500,441500,431000,789090
21/07/21,2,428000,-2.51,443000,446000,428000,885519
21/07/22,3,440000,2.80,433000,445000,429000,1035882
21/07/23,4,452000,2.73,443500,454500,441000,1094026
21/07/26,0,452000,0.00,460000,465000,447500,855277
21/07/27,1,452000,0.00,457500,463000,452000,757638
21/07/28,2,442000,-2.21,446000,447000,440000,913055
21/07/29,3,439500,-0.57,444000,445000,438500,556532
21/07/30,4,433500,-1.37,438000,440500,433000,628812
21/08/02,0,433500,0.00,429000,437000,428500,551937
21/08/03,1,428000,-1.27,439000,439000,422000,830841
21/08/04,2,433000,1.17,425000,434500,423000,545873
21/08/05,3,442500,2.19,442000,451500,438500,744924
21/08/06,4,444500,0.45,443000,447500,440500,416829
21/08/09,0,447500,0.67,438000,449000,435000,528032
21/08/10,1,446500,-0.22,446000,453500,442500,461940
21/08/11,2,445000,-0.34,445000,449000,442000,446275
21/08/12,3,440500,-1.01,448000,448500,438000,671083
21/08/13,4,436500,-0.91,445000,446000,433000,515855
21/08/17,1,428500,-1.83,435500,437500,420000,763564
21/08/18,2,429000,0.12,429500,433500,421500,496576
21/08/19,3,424500,-1.05,431000,434000,424500,504352
21/08/20,4,422500,-0.47,425000,432000,421000,587940
21/08/23,0,429500,1.66,428000,436000,423500,515679
21/08/24,1,437500,1.86,435000,439000,431500,546884
21/08/25,2,430500,-1.60,434000,439000,427000,677224
21/08/26,3,423500,-1.63,427500,430500,420000,645901
21/08/27,4,420000,-0.83,422000,423500,416500,567004
21/08/30,0,428000,1.90,425500,429000,423000,399336
21/08/31,1,439000,2.57,430000,439500,427000,768823
21/09/01,2,445000,1.37,442000,448500,436500,655075
21/09/02,3,442500,-0.56,445500,448500,439500,431529
21/09/03,4,452500,2.26,442500,452500,441000,646199
21/09/06,0,454000,0.33,452500,454500,445500,368743
21/09/07,1,444500,-2.09,450500,453000,444000,356293
21/09/08,2,409500,-7.87,437500,439000,408000,2470864
21/09/09,3,399000,-2.56,400500,406000,396000,1972500
21/09/10,4,410000,2.76,398000,416500,398000,1326870
21/09/13,0,408000,-0.49,405000,414000,402500,771749
21/09/14,1,402500,-1.35,403500,406500,393500,1636660
21/09/15,2,400500,-0.50,403000,409500,400000,730616
21/09/16,3,402000,0.37,405000,410000,401000,614987
21/09/17,4,403000,0.25,404500,405000,397500,558566
21/09/23,3,400000,-0.74,400500,401500,397500,615295
21/09/24,4,405500,1.38,398500,406000,398000,574341
21/09/27,0,403000,-0.62,406000,407500,401000,455667
21/09/28,1,392500,-2.61,399500,400000,391000,857556
21/09/29,2,387000,-1.40,380500,390000,380000,664216
21/09/30,3,388000,0.26,383000,390000,381000,611128
21/10/01,4,382000,-1.55,388500,389500,381500,402239
21/10/05,1,370500,-3.01,378500,380000,370000,828794
21/10/06,2,373000,0.67,373000,383500,371500,826716
21/10/07,3,393500,5.50,380500,394000,378000,832068
21/10/08,4,388500,-1.27,397500,397500,388000,542514
21/10/12,1,372000,-4.25,384500,387000,372000,817135
21/10/13,2,382000,2.69,372500,383000,372000,612239
21/10/14,3,395000,3.40,387500,396000,385500,689827
21/10/15,4,393500,-0.38,400000,400000,392000,444506
21/10/18,0,396500,0.76,395000,399500,389000,448726
21/10/19,1,407500,2.77,400000,408000,398500,560257
21/10/20,2,407500,0.00,411500,417000,407000,591636
21/10/21,3,410500,0.74,407500,412000,404000,482389
21/10/22,4,407500,-0.73,411500,411500,402500,395564
21/10/25,0,402500,-1.23,408500,413000,401500,461889
21/10/26,1,412500,2.48,402500,413500,402500,471083
21/10/27,2,414500,0.48,415000,419000,411500,497113
21/10/28,3,413000,-0.36,419000,419500,411500,494766
21/10/29,4,407000,-1.45,413000,414500,405500,472080
21/11/01,0,408500,0.37,407000,411500,404000,337049
21/11/02,1,410000,0.37,409500,414500,409000,352579
21/11/03,2,402500,-1.83,410000,411000,400000,366530
21/11/04,3,411500,2.24,409500,415500,406500,537599
21/11/05,4,410500,-0.24,411500,415000,405000,309468
21/11/08,0,408000,-0.61,414500,415500,405500,365376
21/11/09,1,417500,2.33,409500,419000,408500,542759
21/11/10,2,414500,-0.72,415500,419000,411000,414599
21/11/11,3,407000,-1.81,411000,413000,405000,566739
21/11/12,4,409000,0.49,407500,412500,403500,412100
21/11/15,0,411000,0.49,409000,412500,408000,331770
21/11/16,1,405500,-1.34,410000,412500,405000,490783
21/11/17,2,401000,-1.11,406000,406500,399000,540444
21/11/18,3,407000,1.50,403500,413000,402000,729079
21/11/19,4,404000,-0.74,407000,410000,404000,415847
21/11/22,0,410000,1.49,403000,411500,400500,555854
21/11/23,1,400000,-2.44,401000,405000,399500,682033
21/11/24,2,395000,-1.25,399000,401000,392000,554151
21/11/25,3,397000,0.51,400000,401000,395500,323058
21/11/26,4,389500,-1.89,394000,395500,388000,473540
21/11/29,0,386500,-0.77,386500,391500,382500,457264
21/11/30,1,381000,-1.42,391000,392500,381000,1103481
21/12/01,2,390000,2.36,385000,392500,382000,548840
21/12/02,3,398500,2.18,382500,399000,382000,613006
21/12/03,4,402000,0.88,397500,402000,394500,501099
21/12/06,0,392000,-2.49,400500,400500,389500,456773
21/12/07,1,391000,-0.26,390500,392500,388500,384366
21/12/08,2,395000,1.02,395000,399500,394000,534080
21/12/09,3,399500,1.14,397000,399500,394000,748143
21/12/10,4,395000,-1.13,394000,396500,393500,224452
21/12/13,0,390500,-1.14,398000,398000,390000,346330
21/12/14,1,392000,0.38,388500,392500,387000,322068
21/12/15,2,387500,-1.15,387000,390000,387000,290339
21/12/16,3,387500,0.00,389500,395500,384500,543865
21/12/17,4,384500,-0.77,387000,387500,383500,505284
21/12/20,0,373000,-2.99,381500,383000,373000,630690
21/12/21,1,375000,0.54,370000,379000,370000,480367
21/12/22,2,378500,0.93,376000,380000,375500,263513
21/12/23,3,378000,-0.13,379500,380500,374500,354342
21/12/24,4,384000,1.59,378000,388000,378000,412695
21/12/27,0,380500,-0.91,384500,384500,380000,226757
21/12/28,1,384500,1.05,380000,385500,378000,551228
21/12/29,2,382000,-0.65,389000,389000,382000,352409
21/12/30,3,378500,-0.92,381000,382000,376000,369314
