date,weekdate,SKH_RU,SKH_U,SKH_UC,SKH_D,SKH_RD,SKH_end,SKH_start,SKH_high,SKH_low,SKH_abount
21/11/05,4,107000,0,0.5,0.5,0,0,108000,108500,105500,2523345
21/11/08,0,107500,0,0,1,0,0,107000,108000,104000,2212348
21/11/09,1,109000,0,1,0,0,0,108000,110000,107500,3440686
21/11/10,2,108500,0,0,1,0,0,108500,109500,107500,2361295
21/11/11,3,107500,0,0,0.5,0.5,0,107500,108000,105500,2731498
21/11/12,4,106500,0,0,0.5,0.5,0,109000,109500,105500,1786165
21/11/15,0,111000,0.5,0.5,0,0,0,108500,111500,108000,4701568
21/11/16,1,112000,0,0.5,0.5,0,0,111000,113000,109000,3767311
21/11/17,2,110500,0,0,0,1,0,113000,113000,110000,3062491
21/11/18,3,110000,0,0,1,0,0,110000,111000,109000,1928891
21/11/19,4,111500,0,1,0,0,0,110000,112500,110000,2324668
21/11/22,0,119500,1,0,0,0,0,116500,121000,116000,9786492
21/11/23,1,119000,0,0,1,0,0,119500,121000,117500,4847270
21/11/24,2,119500,0,0,1,0,0,120500,122500,118000,4001111
21/11/25,3,117500,0,0,0,1,0,120500,121000,117000,3339835
21/11/26,4,115500,0,0,0,1,0,116500,118500,113000,4337936
21/11/29,0,116000,0,0,1,0,0,113000,118500,113000,4412863
21/11/30,1,114000,0,0,0,1,0,118000,119000,112500,7449608
21/12/01,2,116500,0,1,0,0,0,114500,117500,112000,4214135
21/12/02,3,120000,0,1,0,0,0,115500,120500,115000,6980518
21/12/03,4,118000,0,0,0,1,0,119000,119500,115500,4567843
21/12/06,0,118500,0,0,1,0,0,116000,119000,115500,4318893
21/12/07,1,121500,0,1,0,0,0,119000,122500,118000,5112025
21/12/08,2,120000,0,0,0,1,0,124000,125000,119500,6168137
21/12/09,3,123500,0,1,0,0,0,120500,123500,119000,5631833
21/12/10,4,120500,0,0,0,1,0,120500,121500,119500,2512642
21/12/13,0,121500,0,0.5,0.5,0,0,121000,124000,121000,3329176
21/12/14,1,121000,0,0,1,0,0,120500,123000,120000,2201003
21/12/15,2,123500,0,1,0,0,0,120000,123500,120000,2681332
21/12/16,3,124000,0,0,1,0,0,125000,125500,122500,3869086
21/12/17,4,122000,0,0,0,1,0,120500,123000,120500,3850444
21/12/20,0,120500,0,0,0,1,0,121500,123500,120500,2846815
21/12/21,1,124500,0.5,0.5,0,0,0,124000,124500,122500,3678590
21/12/22,2,127000,0,1,0,0,0,127500,128500,126000,3817689
21/12/23,3,127500,0,0,1,0,0,129000,129000,126500,2398358
21/12/24,4,128000,0,0,1,0,0,129000,130000,128000,2462683
21/12/27,0,126000,0,0,0,1,0,128500,129000,126000,2684135
21/12/28,1,127500,0,1,0,0,0,126500,128000,124500,4086063
21/12/29,2,127000,0,0,1,0,0,127500,128500,125500,3832154
21/12/30,3,131000,0.5,0.5,0,0,0,131000,133500,130000,5172987
