date,weekdate,LGE_end,LGE_dpp,LGE_start,LGE_high,LGE_low,LGE_abount
19/01/22,1,64500,-2.86,66400,66900,64100,997141
19/01/23,2,65200,1.09,64400,65700,64300,587708
19/01/24,3,65200,0.00,65100,65800,64800,620651
19/01/25,4,69500,6.60,65200,69800,65200,1749374
19/01/28,0,67700,-2.59,69600,70200,67600,809802
19/01/29,1,67400,-0.44,67400,67400,66200,845170
19/01/30,2,67600,0.30,68000,68500,66800,825346
19/01/31,3,66600,-1.48,68100,68400,66200,903199
19/02/01,4,65400,-1.80,66300,66300,65200,1039069
19/02/07,3,65900,0.76,65900,66400,65300,663706
19/02/08,4,64800,-1.67,65500,65700,64700,690327
19/02/11,0,69300,6.94,65000,69600,64900,1987125
19/02/12,1,71900,3.75,70300,72900,70300,2499697
19/02/13,2,72100,0.28,72700,73900,71900,1310740
19/02/14,3,72300,0.28,70500,73000,70500,799937
19/02/15,4,72000,-0.41,72700,73000,71400,598744
19/02/18,0,72000,0.00,73200,73400,71100,585460
19/02/19,1,72300,0.42,72000,73000,71000,520978
19/02/20,2,72700,0.55,72400,73200,72300,503913
19/02/21,3,73000,0.41,72800,73500,72100,678067
19/02/22,4,73200,0.27,72900,73300,72100,534335
19/02/25,0,71300,-2.60,73500,73600,70500,1097013
19/02/26,1,70500,-1.12,71300,71700,70400,509895
19/02/27,2,72200,2.41,70500,72500,70000,782090
19/02/28,3,70500,-2.35,72500,72500,70400,882603
19/03/04,0,71200,0.99,70800,71800,70800,474980
19/03/05,1,71300,0.14,70900,72000,70300,417224
19/03/06,2,74400,4.35,72300,74600,72300,1630920
19/03/07,3,75100,0.94,75200,76700,74200,1846111
19/03/08,4,73700,-1.86,75000,76100,73300,734055
19/03/11,0,75300,2.17,74000,75900,73000,796316
19/03/12,1,74400,-1.20,75700,76100,74200,642759
19/03/13,2,76300,2.55,74500,76300,74300,671827
19/03/14,3,77500,1.57,76600,78100,75800,1256548
19/03/15,4,77200,-0.39,77600,78200,77000,922796
19/03/18,0,78200,1.30,78000,78800,77400,585035
19/03/19,1,76100,-2.69,78100,78600,75300,874127
19/03/20,2,77400,1.71,76500,77500,76000,623145
19/03/21,3,74100,-4.26,77400,77400,73800,1570980
19/03/22,4,76100,2.70,74100,76200,72800,1456647
19/03/25,0,73000,-4.07,74900,75100,73000,806732
19/03/26,1,73300,0.41,73800,75100,73000,778354
19/03/27,2,73900,0.82,74000,74900,73800,511443
19/03/28,3,72200,-2.30,73600,74300,71800,838816
19/03/29,4,75100,4.02,72500,75100,72500,1064758
19/04/01,0,76800,2.26,75500,76800,75100,626814
19/04/02,1,75900,-1.17,77000,78100,75500,691913
19/04/03,2,76500,0.79,76000,77700,76000,887694
19/04/04,3,75600,-1.18,77100,77100,75000,794535
19/04/05,4,75800,0.26,75600,77500,74500,1051488
19/04/08,0,76400,0.79,76500,77300,75500,763891
19/04/09,1,77600,1.57,77200,77900,76400,1049976
19/04/10,2,77200,-0.52,77500,78400,76800,863213
19/04/11,3,77400,0.26,78000,78000,76800,603065
19/04/12,4,76000,-1.81,77600,77800,75800,806869
19/04/15,0,76600,0.79,76600,77100,76000,630842
19/04/16,1,77900,1.70,76400,78000,76300,767127
19/04/17,2,75900,-2.57,77900,78000,75700,996833
19/04/18,3,74000,-2.50,75900,76500,73800,935012
19/04/19,4,73900,-0.14,74600,74900,73600,451650
19/04/22,0,73500,-0.54,74400,74500,73100,422266
19/04/23,1,74200,0.95,73000,74300,73000,456648
19/04/24,2,73700,-0.67,75400,75400,73500,611885
19/04/25,3,77000,4.48,74200,77000,74100,1382565
19/04/26,4,74800,-2.86,76200,76800,74500,666597
19/04/29,0,75900,1.47,75100,75900,74700,413655
19/04/30,1,75800,-0.13,75900,76200,74700,476352
19/05/02,3,76800,1.32,75300,76900,75300,574899
19/05/03,4,76600,-0.26,76500,77200,75900,409579
19/05/07,1,77000,0.52,75200,77400,75100,685250
19/05/08,2,76300,-0.91,76300,77100,75900,469011
19/05/09,3,73300,-3.93,76100,76500,73600,882026
19/05/10,4,72400,-1.23,73300,74100,71700,889534
19/05/13,0,70400,-2.76,72400,72500,70200,863415
19/05/14,1,71500,1.56,69800,72200,69700,675293
19/05/15,2,72500,1.40,71500,72800,71400,481239
19/05/16,3,71000,-2.07,72500,73300,70300,797872
19/05/17,4,70500,-0.70,71600,72700,70600,455147
19/05/21,1,73100,3.69,70000,74000,70000,570131
19/05/23,3,75300,3.01,74300,75700,73600,1020203
19/05/24,4,76300,1.33,75300,76900,75300,996814
19/05/27,0,76600,0.39,76000,77100,75500,534540
19/05/28,1,77500,1.17,76800,77800,76600,849444
19/05/29,2,77000,-0.65,77300,77600,76000,566640
19/05/30,3,78400,1.82,77500,78400,77100,595073
19/05/31,4,78600,0.26,78400,79000,76900,964303
19/06/03,0,81000,3.05,78300,81000,77700,1199365
19/06/04,1,78600,-2.96,81100,81200,78600,746768
19/06/05,2,77600,-1.27,79400,79800,77300,686357
19/06/07,4,78300,0.90,78000,79300,77900,586903
19/06/10,0,77900,-0.51,79100,79200,76500,788511
19/06/11,1,82600,6.03,79100,82600,78600,1765695
19/06/12,2,82000,-0.73,82600,83400,81400,621262
19/06/13,3,81900,-0.12,82500,82500,80500,616931
19/06/14,4,80700,-1.47,81500,81700,79800,697659
19/06/17,0,80700,0.00,80500,82600,80400,511634
19/06/18,1,81300,0.74,81100,81600,80700,336762
19/06/19,2,80800,-0.62,82000,82200,80000,600944
19/06/20,3,80500,-0.37,80700,81500,80000,426167
19/06/21,4,80400,-0.12,80500,81100,79800,479526
19/06/24,0,81300,1.12,81000,81300,80300,340793
19/06/25,1,80300,-1.23,81200,81300,79600,399565
19/06/26,2,79300,-1.25,79600,79900,78100,599410
19/06/27,3,79700,0.50,79500,80400,79100,494293
19/06/28,4,79300,-0.50,79600,80500,78900,517996
19/07/01,0,76700,-3.28,78400,78400,76300,1219190
19/07/02,1,77400,0.91,76900,77500,76500,559142
19/07/03,2,76300,-1.42,77500,77800,76300,436849
19/07/04,3,76600,0.39,76700,77200,75700,264621
19/07/05,4,72600,-5.22,76600,77200,72500,1835388
19/07/08,0,71500,-1.52,71900,72100,70000,1088645
19/07/09,1,70600,-1.26,71500,72000,70300,588749
19/07/10,2,70600,0.00,70500,71700,70500,733489
19/07/11,3,70600,0.00,70800,71400,69900,756217
19/07/12,4,70800,0.28,70800,71100,70400,390397
19/07/15,0,70300,-0.71,70700,70800,69800,441059
19/07/16,1,70000,-0.43,70300,70800,69500,568181
19/07/17,2,71100,1.57,70300,71500,70200,630890
19/07/18,3,69100,-2.81,70800,71000,68700,1023088
19/07/19,4,70600,2.17,69700,70900,69300,582803
19/07/22,0,70700,0.14,70600,71300,70300,398652
19/07/23,1,70800,0.14,70800,71200,70600,362832
19/07/24,2,70000,-1.13,70600,71000,69900,317197
19/07/25,3,69700,-0.43,69800,70400,69300,458863
19/07/26,4,68600,-1.58,69000,69600,68100,614213
19/07/29,0,68600,0.00,68300,69700,68000,377474
19/07/30,1,67500,-1.60,68400,68700,67400,505505
19/07/31,2,65300,-3.26,67100,67500,64600,1247381
19/08/01,3,64100,-1.84,64100,65300,64000,676243
19/08/02,4,63600,-0.78,63100,64900,62800,816748
19/08/05,0,61600,-3.14,62800,63300,61600,806856
19/08/06,1,60200,-2.27,59300,62200,59200,1042821
19/08/07,2,59600,-1.00,60300,61100,59100,837509
19/08/08,3,59600,0.00,60300,60500,59600,864002
19/08/09,4,60300,1.17,60500,61500,60100,641409
19/08/12,0,60500,0.33,60600,60900,60100,350227
19/08/13,1,59800,-1.16,60000,60500,59600,405225
19/08/14,2,60100,0.50,60500,60800,59800,513745
19/08/16,4,59900,-0.33,59700,60000,58500,466335
19/08/19,0,60300,0.67,60300,60800,60100,306761
19/08/20,1,60800,0.83,60400,60900,60200,339259
19/08/21,2,60700,-0.16,60600,60900,60100,369160
19/08/22,3,60600,-0.16,60700,61500,60600,465946
19/08/23,4,60700,0.17,60600,61000,60000,300527
19/08/26,0,59500,-1.98,59800,60000,59500,385090
19/08/27,1,59200,-0.50,60000,60500,59100,611051
19/08/28,2,60300,1.86,59500,60500,59500,319818
19/08/29,3,59800,-0.83,60500,60500,59500,245916
19/08/30,4,61300,2.51,60300,61800,60000,624060
19/09/02,0,61400,0.16,61100,61500,60700,253018
19/09/03,1,61700,0.49,61400,62000,60900,450012
19/09/04,2,62100,0.65,61300,62100,60700,385424
19/09/05,3,62300,0.32,62300,62600,61800,691827
19/09/06,4,62000,-0.48,62700,62800,61900,299704
19/09/09,0,61300,-1.13,61800,62000,61200,468845
19/09/10,1,64900,5.87,61300,65500,61300,1293106
19/09/11,2,64500,-0.62,65000,65600,63700,1005230
19/09/16,0,66200,2.64,65700,66500,65000,935319
19/09/17,1,65600,-0.91,65400,65800,65000,495985
19/09/18,2,66100,0.76,65800,66900,65400,454311
19/09/19,3,65200,-1.36,66600,66700,64800,582024
19/09/20,4,65900,1.07,65200,65900,64800,499133
19/09/23,0,65100,-1.21,65800,65800,65000,348446
19/09/24,1,66800,2.61,64800,67200,64800,676438
19/09/25,2,66200,-0.90,66400,66900,65800,330788
19/09/26,3,67100,1.36,66600,68100,66500,579805
19/09/27,4,66700,-0.60,67300,67300,66200,293599
19/09/30,0,67400,1.05,66300,67600,66000,364683
19/10/01,1,66500,-1.34,67200,67300,66200,488507
19/10/02,2,66300,-0.30,66500,66900,66000,394430
19/10/04,4,66400,0.15,66100,66900,65800,352541
19/10/07,0,69400,4.52,66400,69700,66400,955986
19/10/08,1,68300,-1.59,69600,69600,67900,894099
19/10/10,3,68300,0.00,67900,69000,67800,808616
19/10/11,4,68800,0.73,69100,69500,68700,374565
19/10/14,0,68900,0.15,69600,70100,68800,360306
19/10/15,1,69500,0.87,68900,69600,68800,442758
19/10/16,2,70300,1.15,70000,70300,69700,392730
19/10/17,3,68800,-2.13,70300,70300,68300,541697
19/10/18,4,68800,0.00,68600,69500,68400,293636
19/10/21,0,69100,0.44,69300,69400,68700,208431
19/10/22,1,69400,0.43,69100,69700,69100,283529
19/10/23,2,68600,-1.15,69200,69400,68400,290288
19/10/24,3,69000,0.58,68800,69200,68000,327266
19/10/25,4,68200,-1.16,68600,69100,67600,415169
19/10/28,0,68800,0.88,68700,69200,68400,204867
19/10/29,1,69000,0.29,69400,69600,68800,307860
19/10/30,2,68500,-0.72,69300,69600,68200,332728
19/10/31,3,66900,-2.34,68800,69600,66600,1094750
19/11/01,4,67200,0.45,66800,67400,66100,404075
19/11/04,0,67100,-0.15,67700,67800,67100,450676
19/11/05,1,68300,1.79,67200,68400,67200,549499
19/11/06,2,68700,0.59,68500,69000,68200,417686
19/11/07,3,69100,0.58,68600,69400,68200,427382
19/11/08,4,69400,0.43,69300,69800,68800,353530
19/11/11,0,69300,-0.14,69400,69600,68600,278287
19/11/12,1,69000,-0.43,69400,69900,68600,311635
19/11/13,2,68800,-0.29,69000,69000,67900,366473
19/11/14,3,69000,0.29,68200,69200,68200,305427
19/11/15,4,70500,2.17,69000,70700,69000,728818
19/11/18,0,71500,1.42,70700,72200,70400,609015
19/11/19,1,71900,0.56,71200,72500,70900,538536
19/11/20,2,70900,-1.39,71500,71800,70300,479826
19/11/21,3,70400,-0.71,70700,71300,69700,475086
19/11/22,4,70100,-0.43,70200,70600,69500,267673
19/11/25,0,71400,1.85,70500,71400,70200,380355
19/11/26,1,70900,-0.70,71400,71900,70900,697121
19/11/27,2,71500,0.85,71500,72000,71000,292977
19/11/28,3,71000,-0.70,71400,71600,70200,259491
19/11/29,4,69900,-1.55,71200,71200,69700,350465
19/12/02,0,70300,0.57,70000,70400,69800,237237
19/12/03,1,70500,0.28,69800,70500,69400,217447
19/12/04,2,70000,-0.71,69600,70100,69400,294889
19/12/05,3,70000,0.00,70200,70600,69300,295956
19/12/06,4,70200,0.29,69700,70200,69500,272392
19/12/09,0,69100,-1.57,70400,70500,68700,436982
19/12/10,1,71200,3.04,69300,71200,69200,575566
19/12/11,2,71200,0.00,71400,71500,70400,339949
19/12/12,3,71700,0.70,71200,72100,71000,979009
19/12/13,4,72200,0.70,72500,72800,72100,405472
19/12/16,0,72000,-0.28,72200,72400,71700,271523
19/12/17,1,72400,0.56,72200,73100,72100,455261
19/12/18,2,72500,0.14,72400,72900,71700,399504
19/12/19,3,72500,0.00,72200,72600,71800,302037
19/12/20,4,72500,0.00,72700,72700,71600,403031
19/12/23,0,72500,0.00,72600,72600,71900,257344
19/12/24,1,71900,-0.83,72500,72700,71900,220741
19/12/26,3,71300,-0.83,72000,72200,71200,372424
19/12/27,4,71800,0.70,71300,72100,71100,498244
19/12/30,0,72100,0.42,71800,72200,71600,283273
20/01/02,3,71000,-1.53,71800,72100,71000,284758
20/01/03,4,71100,0.14,71400,71900,70800,369493
20/01/06,0,69900,-1.69,70300,70500,69600,337026
